Time,sCPU,cCost,sFreq,bCPU,bUtil,bFreq,Mem,mCost,mFreq,GPU,gCost,gFreq
1700423042.209352836,sCPU,3,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,65,600000000
1700423042.364100849,sCPU,0,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,65,600000000
1700423042.567053969,sCPU,91,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,0,600000000
1700423042.722147904,sCPU,72,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,0,600000000
1700423042.876762708,sCPU,0,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,0,600000000
1700423043.031060548,sCPU,1,1400000,bCPU,0,2000000,Mem,12,825000000,GPU,100,600000000
1700423043.213931321,sCPU,46,1400000,bCPU,0,2000000,Mem,5,825000000,GPU,100,600000000
1700423043.369679058,sCPU,100,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,13,600000000
1700423043.526309059,sCPU,39,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,0,600000000
1700423043.682376634,sCPU,35,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,92,600000000
1700423043.837817575,sCPU,2,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,100,600000000
1700423044.021029645,sCPU,21,1400000,bCPU,0,2000000,Mem,7,825000000,GPU,64,600000000
1700423044.176979677,sCPU,100,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,0,600000000
1700423044.332002611,sCPU,84,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,0,600000000
1700423044.487071421,sCPU,34,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,86,600000000
1700423044.641510222,sCPU,0,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,100,600000000
1700423044.827641961,sCPU,50,1400000,bCPU,0,2000000,Mem,5,825000000,GPU,100,600000000
1700423044.983298780,sCPU,100,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,0,600000000
1700423045.137616204,sCPU,94,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,0,600000000
1700423045.292454636,sCPU,25,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,92,600000000
1700423045.446796518,sCPU,3,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,100,600000000
1700423045.632136371,sCPU,42,1400000,bCPU,0,2000000,Mem,5,825000000,GPU,100,600000000
1700423045.787802690,sCPU,100,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,0,600000000
1700423045.942638621,sCPU,98,1400000,bCPU,0,2000000,Mem,13,825000000,GPU,0,600000000
1700423046.097203841,sCPU,29,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,28,600000000
1700423046.251224968,sCPU,2,1400000,bCPU,0,2000000,Mem,8,825000000,GPU,100,600000000
1700423046.433400023,sCPU,16,1400000,bCPU,0,2000000,Mem,8,825000000,GPU,100,600000000
1700423046.588561334,sCPU,100,1400000,bCPU,0,2000000,Mem,8,825000000,GPU,0,600000000
1700423046.744316946,sCPU,89,1400000,bCPU,0,2000000,Mem,14,825000000,GPU,0,600000000
1700423046.899319089,sCPU,40,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,73,600000000
1700423047.053643179,sCPU,1,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,100,600000000
1700423047.236922334,sCPU,25,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,100,600000000
1700423047.392761614,sCPU,100,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,0,600000000
1700423047.548014010,sCPU,99,1400000,bCPU,0,2000000,Mem,13,825000000,GPU,0,600000000
1700423047.702270891,sCPU,39,1400000,bCPU,0,2000000,Mem,13,825000000,GPU,0,600000000
1700423047.856306728,sCPU,0,1400000,bCPU,0,2000000,Mem,8,825000000,GPU,100,600000000
1700423048.040276684,sCPU,47,1400000,bCPU,0,2000000,Mem,6,825000000,GPU,75,600000000
1700423048.195825002,sCPU,100,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,0,600000000
1700423048.350840561,sCPU,97,1400000,bCPU,0,2000000,Mem,15,825000000,GPU,0,600000000
1700423048.506019248,sCPU,35,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,75,600000000
1700423048.660537008,sCPU,1,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,100,600000000
1700423048.841618713,sCPU,43,1400000,bCPU,0,2000000,Mem,6,825000000,GPU,69,600000000
1700423048.997086987,sCPU,100,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,0,600000000
1700423049.152514011,sCPU,38,1400000,bCPU,0,2000000,Mem,16,825000000,GPU,0,600000000
1700423049.307360276,sCPU,36,1400000,bCPU,0,2000000,Mem,8,825000000,GPU,58,600000000
1700423049.462004955,sCPU,1,1400000,bCPU,0,2000000,Mem,7,825000000,GPU,100,600000000
1700423049.650129308,sCPU,25,1400000,bCPU,0,2000000,Mem,5,825000000,GPU,91,600000000
1700423049.805146784,sCPU,100,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,0,600000000
1700423049.959843547,sCPU,100,1400000,bCPU,0,2000000,Mem,15,825000000,GPU,0,600000000
1700423050.114504142,sCPU,31,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,75,600000000
1700423050.269100695,sCPU,0,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,100,600000000
1700423050.455084849,sCPU,52,1400000,bCPU,0,2000000,Mem,5,825000000,GPU,98,600000000
1700423050.610395954,sCPU,100,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,0,600000000
1700423050.765047675,sCPU,97,1400000,bCPU,0,2000000,Mem,13,825000000,GPU,0,600000000
1700423050.919231097,sCPU,30,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,58,600000000
1700423051.073562562,sCPU,2,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,58,600000000
1700423051.256581505,sCPU,40,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,58,600000000
1700423051.412126322,sCPU,96,1400000,bCPU,0,2000000,Mem,8,825000000,GPU,60,600000000
1700423051.567283300,sCPU,69,1400000,bCPU,0,2000000,Mem,13,825000000,GPU,0,600000000
1700423051.722625448,sCPU,2,1400000,bCPU,0,2000000,Mem,8,825000000,GPU,58,600000000
1700423051.877231251,sCPU,4,1400000,bCPU,0,2000000,Mem,12,825000000,GPU,100,600000000
1700423052.057918449,sCPU,21,1400000,bCPU,0,2000000,Mem,6,825000000,GPU,98,600000000
1700423052.213023427,sCPU,100,1400000,bCPU,0,2000000,Mem,6,825000000,GPU,98,600000000
1700423052.367552187,sCPU,79,1400000,bCPU,0,2000000,Mem,16,825000000,GPU,0,600000000
1700423052.522671456,sCPU,34,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,74,600000000
1700423052.677203466,sCPU,0,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,100,600000000
1700423052.863047785,sCPU,49,1400000,bCPU,0,2000000,Mem,5,825000000,GPU,100,600000000
1700423053.017175497,sCPU,100,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,0,600000000
1700423053.171544005,sCPU,98,1400000,bCPU,0,2000000,Mem,13,825000000,GPU,0,600000000
1700423053.326137475,sCPU,28,1400000,bCPU,0,2000000,Mem,8,825000000,GPU,57,600000000
1700423053.480370522,sCPU,3,1400000,bCPU,0,2000000,Mem,12,825000000,GPU,100,600000000
1700423053.664731735,sCPU,16,1400000,bCPU,0,2000000,Mem,6,825000000,GPU,100,600000000
